,file_name,mean_absolute_error_azimuth,mean_absolute_error_tilt,run_time,data_requirements,issue
0,5291_ac_power_inv_4105.csv,,,17.516422986984253,"['time_series', 'latitude', 'longitude']","soiling, clipping"
1,5291_ac_power_inv_4106.csv,,,19.86812138557434,"['time_series', 'latitude', 'longitude']","soiling, clipping"
2,5291_ac_power_inv_4107.csv,,,18.419167280197144,"['time_series', 'latitude', 'longitude']","soiling, clipping"
3,5291_ac_power_inv_4108.csv,,,15.777295351028442,"['time_series', 'latitude', 'longitude']","soiling, clipping"
4,5297_ac_power_inv_4176.csv,30.0,20.0,123.02156972885132,"['time_series', 'latitude', 'longitude']",clipping
5,5297_ac_power_inv_4177.csv,20.0,20.0,146.35550475120544,"['time_series', 'latitude', 'longitude']",clipping
6,5297_ac_power_inv_4178.csv,30.0,20.0,166.37050080299377,"['time_series', 'latitude', 'longitude']",clipping
7,5308_ac_power_inv_4258.csv,15.0,17.0,160.81217980384827,"['time_series', 'latitude', 'longitude']",clipping
8,5308_ac_power_inv_4259.csv,5.0,3.0,148.984601020813,"['time_series', 'latitude', 'longitude']",clipping
9,5308_ac_power_inv_4260.csv,15.0,17.0,127.35734605789185,"['time_series', 'latitude', 'longitude']",clipping
10,5308_ac_power_inv_4261.csv,15.0,17.0,113.18957161903381,"['time_series', 'latitude', 'longitude']",clipping
11,5308_ac_power_inv_4262.csv,15.0,17.0,110.64271879196167,"['time_series', 'latitude', 'longitude']",clipping
12,5308_ac_power_inv_4263.csv,15.0,17.0,120.30302786827087,"['time_series', 'latitude', 'longitude']",clipping
13,5308_ac_power_inv_4264.csv,15.0,17.0,116.23600816726685,"['time_series', 'latitude', 'longitude']",clipping
14,5308_ac_power_inv_4265.csv,15.0,17.0,129.08948612213135,"['time_series', 'latitude', 'longitude']",clipping
15,5308_ac_power_inv_4266.csv,15.0,17.0,127.35514760017395,"['time_series', 'latitude', 'longitude']",clipping
16,5308_ac_power_inv_4267.csv,15.0,17.0,124.54779744148254,"['time_series', 'latitude', 'longitude']",clipping
17,5308_ac_power_inv_4268.csv,5.0,2.0,126.81571459770203,"['time_series', 'latitude', 'longitude']",clipping
18,5308_ac_power_inv_4269.csv,15.0,17.0,107.55472230911255,"['time_series', 'latitude', 'longitude']",clipping
19,5308_ac_power_inv_4270.csv,15.0,17.0,119.39012169837952,"['time_series', 'latitude', 'longitude']",clipping
20,5308_ac_power_inv_4271.csv,15.0,17.0,117.73176860809326,"['time_series', 'latitude', 'longitude']",clipping
21,5308_ac_power_inv_4272.csv,15.0,17.0,112.48951864242554,"['time_series', 'latitude', 'longitude']",clipping
22,5308_ac_power_inv_4273.csv,10.0,12.0,107.39736127853394,"['time_series', 'latitude', 'longitude']",clipping
23,5308_ac_power_inv_4274.csv,10.0,12.0,106.84608769416809,"['time_series', 'latitude', 'longitude']",clipping
24,5308_ac_power_inv_4275.csv,15.0,17.0,110.535404920578,"['time_series', 'latitude', 'longitude']",clipping
25,5308_ac_power_inv_4276.csv,10.0,12.0,108.3296012878418,"['time_series', 'latitude', 'longitude']",clipping
