,file_name,mean_absolute_error_azimuth,mean_absolute_error_tilt,run_time,data_requirements,issue
0,4_ac_power__315.csv,0.0,5.0,20.883558988571167,"['time_series', 'latitude', 'longitude']",
1,1332_inv3_ac_power__2650.csv,0.0,5.0,20.444498300552368,"['time_series', 'latitude', 'longitude']","clipping, shading"
2,1332_inv1_ac_power__2642.csv,0.0,11.77,20.068087100982666,"['time_series', 'latitude', 'longitude']",snow
3,1332_inv2_ac_power__2646.csv,0.0,6.77,22.842464923858643,"['time_series', 'latitude', 'longitude']",snow
4,1332_inv_total_ac_power__2654.csv,0.0,11.77,19.98981809616089,"['time_series', 'latitude', 'longitude']",snow
5,1403_ac_power__5034.csv,0.0,5.0,21.22115206718445,"['time_series', 'latitude', 'longitude']",
6,1403_inv1_ac_power__4207.csv,0.0,15.0,23.599024057388306,"['time_series', 'latitude', 'longitude']",
7,1403_inv2_ac_power__4213.csv,0.0,20.0,23.270660877227783,"['time_series', 'latitude', 'longitude']",
8,4902_ac_power_inv_14538.csv,0.0,10.0,22.53591823577881,"['time_series', 'latitude', 'longitude']",
9,5016_ac_power_inv_2086.csv,0.0,15.0,24.47511076927185,"['time_series', 'latitude', 'longitude']",clipping
10,5016_ac_power_inv_2107.csv,0.0,15.0,24.44375705718994,"['time_series', 'latitude', 'longitude']",clipping
11,5016_ac_power_inv_2102.csv,0.0,15.0,24.977900981903076,"['time_series', 'latitude', 'longitude']",clipping
12,5016_ac_power_inv_2098.csv,0.0,15.0,24.777152061462402,"['time_series', 'latitude', 'longitude']",clipping
13,5016_ac_power_inv_2100.csv,0.0,15.0,24.687482118606567,"['time_series', 'latitude', 'longitude']",clipping
14,5016_ac_power_inv_2103.csv,0.0,20.0,24.67936396598816,"['time_series', 'latitude', 'longitude']",clipping
15,5057_ac_power_inv_2236.csv,0.0,15.0,33.45767092704773,"['time_series', 'latitude', 'longitude']",
16,5061_ac_power_inv_2270.csv,0.0,25.0,34.862324953079224,"['time_series', 'latitude', 'longitude']",clipping
17,5061_ac_power_inv_2269.csv,0.0,20.0,33.660300970077515,"['time_series', 'latitude', 'longitude']",clipping
18,5070_ac_power_inv_2293.csv,7.0,2.0,27.323341131210327,"['time_series', 'latitude', 'longitude']",
19,5070_ac_power_inv_2292.csv,13.0,8.0,33.481569051742554,"['time_series', 'latitude', 'longitude']",
20,5081_ac_power_inv_2321.csv,0.0,8.0,32.98624610900879,"['time_series', 'latitude', 'longitude']",clipping
21,5099_ac_power_inv_2358.csv,0.0,11.5,33.6094970703125,"['time_series', 'latitude', 'longitude']",clipping
22,5099_ac_power_inv_2357.csv,0.0,6.5,30.41960310935974,"['time_series', 'latitude', 'longitude']",clipping
23,5114_ac_power_inv_2397.csv,0.0,3.0,32.26975107192993,"['time_series', 'latitude', 'longitude']",clipping
24,5114_ac_power_inv_2405.csv,0.0,3.0,27.030245780944824,"['time_series', 'latitude', 'longitude']",clipping
25,5114_ac_power_inv_2404.csv,0.0,3.0,32.26630187034607,"['time_series', 'latitude', 'longitude']",clipping
26,5114_ac_power_inv_2401.csv,0.0,3.0,32.01168704032898,"['time_series', 'latitude', 'longitude']",clipping
27,5114_ac_power_inv_2396.csv,0.0,3.0,32.19180083274841,"['time_series', 'latitude', 'longitude']",clipping
28,5114_ac_power_inv_2403.csv,0.0,3.0,31.841094732284546,"['time_series', 'latitude', 'longitude']",clipping
29,5129_ac_power_inv_2496.csv,0.0,20.0,27.327062845230103,"['time_series', 'latitude', 'longitude']",clipping
30,5129_ac_power_inv_2493.csv,0.0,15.0,26.58461904525757,"['time_series', 'latitude', 'longitude']",clipping
31,5129_ac_power_inv_2494.csv,0.0,20.0,31.250136852264404,"['time_series', 'latitude', 'longitude']",clipping
32,5129_ac_power_inv_2495.csv,0.0,20.0,31.743218898773193,"['time_series', 'latitude', 'longitude']",clipping
33,5129_ac_power_inv_2492.csv,0.0,20.0,31.57986807823181,"['time_series', 'latitude', 'longitude']",clipping
34,5129_ac_power_inv_2497.csv,0.0,20.0,31.51286482810974,"['time_series', 'latitude', 'longitude']",clipping
35,5133_ac_power_inv_2526.csv,39.0,2.0,31.38482093811035,"['time_series', 'latitude', 'longitude']",
36,5133_ac_power_inv_2523.csv,29.0,2.0,31.503289937973022,"['time_series', 'latitude', 'longitude']",
37,5133_ac_power_inv_2524.csv,39.0,2.0,27.288892030715942,"['time_series', 'latitude', 'longitude']",
38,5138_ac_power_inv_2543.csv,0.0,3.0,31.7706401348114,"['time_series', 'latitude', 'longitude']",clipping
39,5138_ac_power_inv_2545.csv,0.0,3.0,31.959183931350708,"['time_series', 'latitude', 'longitude']",clipping
40,5138_ac_power_inv_2546.csv,0.0,3.0,31.472110986709595,"['time_series', 'latitude', 'longitude']",clipping
41,5138_ac_power_inv_2544.csv,0.0,3.0,30.234839916229248,"['time_series', 'latitude', 'longitude']",clipping
42,5150_ac_power_inv_2649.csv,0.0,11.5,30.235149145126343,"['time_series', 'latitude', 'longitude']",clipping
43,5150_ac_power_inv_2642.csv,0.0,11.5,30.10985803604126,"['time_series', 'latitude', 'longitude']",clipping
44,5150_ac_power_inv_2639.csv,0.0,11.5,29.34118890762329,"['time_series', 'latitude', 'longitude']",clipping
45,5150_ac_power_inv_2640.csv,0.0,11.5,29.903785943984985,"['time_series', 'latitude', 'longitude']",clipping
46,5150_ac_power_inv_2637.csv,0.0,11.5,30.015188932418823,"['time_series', 'latitude', 'longitude']",clipping
47,5150_ac_power_inv_2646.csv,0.0,11.5,29.668617010116577,"['time_series', 'latitude', 'longitude']",clipping
48,5159_ac_power_inv_2720.csv,0.0,18.0,29.58566403388977,"['time_series', 'latitude', 'longitude']",clipping
49,5159_ac_power_inv_2717.csv,0.0,13.0,29.828700065612793,"['time_series', 'latitude', 'longitude']",clipping
50,5159_ac_power_inv_2718.csv,0.0,18.0,29.5346040725708,"['time_series', 'latitude', 'longitude']",clipping
