,system_id,file_name,run_time,data_requirements,absolute_error_azimuth,absolute_error_tilt,issue,number_days
0,4,4_ac_power__315.csv,80.43217039108276,"['time_series', 'latitude', 'longitude']",0.41430250120058076,11.19271800171392,,1263
1,1331,1332_inv3_ac_power__2650.csv,49.27906894683838,"['time_series', 'latitude', 'longitude']",0.41037463891294124,22.443769662084847,"clipping, shading",727
2,1332,1332_inv1_ac_power__2642.csv,51.17948341369629,"['time_series', 'latitude', 'longitude']",8.667099711234641,15.096779131144405,snow,1099
3,1332,1332_inv2_ac_power__2646.csv,49.654431104660034,"['time_series', 'latitude', 'longitude']",,,snow,1263
4,1332,1332_inv_total_ac_power__2654.csv,36.74013662338257,"['time_series', 'latitude', 'longitude']",3.708569389261612,11.420865654345972,snow,697
5,1403,1403_ac_power__5034.csv,62.915255069732666,"['time_series', 'latitude', 'longitude']",0.18771768772498376,7.228502348856811,,675
6,1403,1403_inv1_ac_power__4207.csv,55.45541048049927,"['time_series', 'latitude', 'longitude']",0.12210760766015483,5.599629316047007,,1129
7,1403,1403_inv2_ac_power__4213.csv,55.89111065864563,"['time_series', 'latitude', 'longitude']",0.35480498489332035,5.869561643550455,,1135
8,4902,4902_ac_power_inv_14538.csv,55.570924043655396,"['time_series', 'latitude', 'longitude']",1.8476476042960428,3.0506890985858988,,1030
9,5016,5016_ac_power_inv_2086.csv,81.88263583183289,"['time_series', 'latitude', 'longitude']",3.7039704642718903,0.347782477587824,clipping,1478
10,5016,5016_ac_power_inv_2107.csv,77.24004435539246,"['time_series', 'latitude', 'longitude']",15.176702072486535,4.515093068973927,clipping,1478
11,5016,5016_ac_power_inv_2102.csv,76.26622271537781,"['time_series', 'latitude', 'longitude']",1.4181583617374542,0.45834665242770534,clipping,1478
12,5016,5016_ac_power_inv_2098.csv,74.57975220680237,"['time_series', 'latitude', 'longitude']",2.0798460136953736,0.13584235826781743,clipping,1478
13,5016,5016_ac_power_inv_2100.csv,71.924320936203,"['time_series', 'latitude', 'longitude']",3.1880467424321353,1.400059709166582,clipping,1478
14,5016,5016_ac_power_inv_2103.csv,78.52074980735779,"['time_series', 'latitude', 'longitude']",1.09625825120483,1.6741062880982724,clipping,1478
15,5057,5057_ac_power_inv_2236.csv,187.1871337890625,"['time_series', 'latitude', 'longitude']",4.134863848143823,1.4359626936342664,,3237
16,5061,5061_ac_power_inv_2270.csv,214.57569551467896,"['time_series', 'latitude', 'longitude']",5.092543120665226,6.641224113569347,clipping,3682
17,5061,5061_ac_power_inv_2269.csv,178.8279116153717,"['time_series', 'latitude', 'longitude']",8.204678595124676,6.656703766178012,clipping,3486
18,5070,5070_ac_power_inv_2293.csv,146.84006667137146,"['time_series', 'latitude', 'longitude']",31.48246438207967,1.8406788957890416,,3065
19,5070,5070_ac_power_inv_2292.csv,176.1664228439331,"['time_series', 'latitude', 'longitude']",10.023368486864172,0.16940328249395264,,3064
20,5081,5081_ac_power_inv_2321.csv,196.4062521457672,"['time_series', 'latitude', 'longitude']",10.384839081003719,1.352380501779317,clipping,3064
21,5099,5099_ac_power_inv_2358.csv,191.57604122161865,"['time_series', 'latitude', 'longitude']",6.218298900120828,1.754419899879105,clipping,2984
22,5099,5099_ac_power_inv_2357.csv,122.81897258758545,"['time_series', 'latitude', 'longitude']",5.705079914922351,0.903758695619894,clipping,2993
23,5114,5114_ac_power_inv_2397.csv,157.88907980918884,"['time_series', 'latitude', 'longitude']",5.185231495252054,1.750265620151854,clipping,2787
24,5114,5114_ac_power_inv_2405.csv,97.07818150520325,"['time_series', 'latitude', 'longitude']",7.258320417061611,0.8574130279325303,clipping,2787
25,5114,5114_ac_power_inv_2404.csv,140.6894247531891,"['time_series', 'latitude', 'longitude']",7.997704212123551,1.3233694110600052,clipping,2787
26,5114,5114_ac_power_inv_2401.csv,127.31053948402405,"['time_series', 'latitude', 'longitude']",4.548772521023153,1.2398705280508153,clipping,2787
27,5114,5114_ac_power_inv_2396.csv,160.28472113609314,"['time_series', 'latitude', 'longitude']",9.373339696943475,0.581016247805632,clipping,2787
28,5114,5114_ac_power_inv_2403.csv,133.90272617340088,"['time_series', 'latitude', 'longitude']",8.189534717536532,1.0790870114580002,clipping,2787
29,5129,5129_ac_power_inv_2496.csv,127.69111490249634,"['time_series', 'latitude', 'longitude']",2.877852385686964,1.0137035698998247,clipping,2710
30,5129,5129_ac_power_inv_2493.csv,105.10608983039856,"['time_series', 'latitude', 'longitude']",4.839898058407783,4.529813680104535,clipping,2710
31,5129,5129_ac_power_inv_2494.csv,144.2631983757019,"['time_series', 'latitude', 'longitude']",5.315136487537586,2.256001052333989,clipping,2697
32,5129,5129_ac_power_inv_2495.csv,148.63006281852722,"['time_series', 'latitude', 'longitude']",3.7562756676993274,0.7563178608057086,clipping,2696
33,5129,5129_ac_power_inv_2492.csv,129.99217534065247,"['time_series', 'latitude', 'longitude']",5.6062589355777845,2.0935963869786107,clipping,2696
34,5129,5129_ac_power_inv_2497.csv,136.01115107536316,"['time_series', 'latitude', 'longitude']",6.158236006380008,1.212036715579135,clipping,2710
35,5133,5133_ac_power_inv_2526.csv,166.55939888954163,"['time_series', 'latitude', 'longitude']",5.642033253258262,1.3426969893980303,,2657
36,5133,5133_ac_power_inv_2523.csv,125.07191133499146,"['time_series', 'latitude', 'longitude']",5.183183614711027,1.0593098779521046,,2657
37,5133,5133_ac_power_inv_2524.csv,100.8910460472107,"['time_series', 'latitude', 'longitude']",5.9999999881131885,1.1911038406791077,,2657
38,5138,5138_ac_power_inv_2543.csv,152.27928495407104,"['time_series', 'latitude', 'longitude']",5.15265338986606,0.7015347127567502,clipping,2706
39,5138,5138_ac_power_inv_2545.csv,120.66537427902222,"['time_series', 'latitude', 'longitude']",6.099739773106137,0.31298322800189293,clipping,2706
40,5138,5138_ac_power_inv_2546.csv,124.06284141540527,"['time_series', 'latitude', 'longitude']",4.909338612847193,0.43657933460943,clipping,2706
41,5138,5138_ac_power_inv_2544.csv,119.11530661582947,"['time_series', 'latitude', 'longitude']",8.912125013096102,0.9120367574290045,clipping,2706
42,5150,5150_ac_power_inv_2649.csv,145.07163071632385,"['time_series', 'latitude', 'longitude']",9.222120479195638,0.6941569699333776,clipping,2720
43,5150,5150_ac_power_inv_2642.csv,123.39553475379944,"['time_series', 'latitude', 'longitude']",9.038746621746242,0.4628622572218468,clipping,2722
44,5150,5150_ac_power_inv_2639.csv,111.95644044876099,"['time_series', 'latitude', 'longitude']",8.76495618348298,0.7575180362364726,clipping,2626
45,5150,5150_ac_power_inv_2640.csv,121.59077191352844,"['time_series', 'latitude', 'longitude']",8.81653534748608,0.3478713165116307,clipping,2719
46,5150,5150_ac_power_inv_2637.csv,116.71718907356262,"['time_series', 'latitude', 'longitude']",7.9999571598479235,0.5479824926090124,clipping,2719
47,5150,5150_ac_power_inv_2646.csv,122.3136556148529,"['time_series', 'latitude', 'longitude']",9.273655629495977,0.52418751420878,clipping,2719
48,5159,5159_ac_power_inv_2720.csv,149.85334753990173,"['time_series', 'latitude', 'longitude']",5.614876154932546,1.2110638901568578,clipping,2646
49,5159,5159_ac_power_inv_2717.csv,124.63160920143127,"['time_series', 'latitude', 'longitude']",5.884030042634237,0.03966975094902914,clipping,2629
50,5159,5159_ac_power_inv_2718.csv,120.65319013595581,"['time_series', 'latitude', 'longitude']",6.340502368861479,0.27834264321434965,clipping,2517
51,5159,5159_ac_power_inv_2716.csv,151.42906522750854,"['time_series', 'latitude', 'longitude']",7.743771703070109,0.7438926850676797,clipping,2563
52,5159,5159_ac_power_inv_2715.csv,154.43367862701416,"['time_series', 'latitude', 'longitude']",6.310473295467119,0.2394210170176585,clipping,2651
53,5162,5162_ac_power_inv_2770.csv,187.6245939731598,"['time_series', 'latitude', 'longitude']",3.100637535555478,1.362565116560706,clipping,2495
54,5162,5162_ac_power_inv_2759.csv,157.78068661689758,"['time_series', 'latitude', 'longitude']",2.0789503267380383,1.1962587499169839,clipping,2506
55,5162,5162_ac_power_inv_2762.csv,161.3972945213318,"['time_series', 'latitude', 'longitude']",2.8703246054415104,1.426833579499684,clipping,2506
56,5162,5162_ac_power_inv_2765.csv,202.32096767425537,"['time_series', 'latitude', 'longitude']",3.4252851044791726,1.5744996616865254,clipping,2481
57,5162,5162_ac_power_inv_2760.csv,200.57524061203003,"['time_series', 'latitude', 'longitude']",2.297461740237935,1.43955518509539,clipping,2502
58,5162,5162_ac_power_inv_2756.csv,203.83091115951538,"['time_series', 'latitude', 'longitude']",4.393378901812667,1.5282531339791507,clipping,2480
59,5184,5184_ac_power_inv_3059.csv,201.88739156723022,"['time_series', 'latitude', 'longitude']",8.005930922738287,1.128052899796149,clipping,2473
60,5184,5184_ac_power_inv_3051.csv,157.46527075767517,"['time_series', 'latitude', 'longitude']",7.332352168675328,2.0844326303020466,clipping,2492
61,5184,5184_ac_power_inv_3052.csv,174.10516381263733,"['time_series', 'latitude', 'longitude']",7.995739897793925,0.7415632811688546,clipping,2525
62,5196,5196_ac_power_inv_3163.csv,176.8453459739685,"['time_series', 'latitude', 'longitude']",13.00191162501929,1.2140073204847273,clipping,2519
63,5196,5196_ac_power_inv_3157.csv,156.47144222259521,"['time_series', 'latitude', 'longitude']",12.032999058189574,1.353537064646872,clipping,2512
64,5196,5196_ac_power_inv_3161.csv,159.9238142967224,"['time_series', 'latitude', 'longitude']",13.276457381027313,1.421393597847862,clipping,2518
65,5196,5196_ac_power_inv_3162.csv,147.80937218666077,"['time_series', 'latitude', 'longitude']",12.234185516674984,1.4267968213705622,clipping,2519
66,5196,5196_ac_power_inv_3160.csv,155.14640736579895,"['time_series', 'latitude', 'longitude']",13.089040503837907,1.1014559356211446,clipping,2505
67,5222,5222_ac_power_inv_3332.csv,161.18177580833435,"['time_series', 'latitude', 'longitude']",3.1294398756068063,2.0939280716653945,,2131
68,5222,5222_ac_power_inv_3335.csv,119.98200702667236,"['time_series', 'latitude', 'longitude']",4.955714462959122,2.044935084640742,,2131
69,5222,5222_ac_power_inv_3334.csv,103.781259059906,"['time_series', 'latitude', 'longitude']",1.953518844095811,1.9684887675531568,,2130
70,5222,5222_ac_power_inv_3333.csv,106.79517102241516,"['time_series', 'latitude', 'longitude']",4.999999999988972,1.913404287496446,,2130
71,5226,5226_ac_power_inv_3355.csv,53.39296627044678,"['time_series', 'latitude', 'longitude']",3.8053248126237804,3.433253893661618,"clipping, shading",821
72,5226,5226_ac_power_inv_3356.csv,41.67057704925537,"['time_series', 'latitude', 'longitude']",3.4130436810594063,3.127494511358357,"clipping, shading",821
73,5226,5226_ac_power_inv_3357.csv,46.471338510513306,"['time_series', 'latitude', 'longitude']",5.72112519727952,5.381003963296504,"clipping, shading",819
74,5226,5226_ac_power_inv_3358.csv,49.88880729675293,"['time_series', 'latitude', 'longitude']",3.342240554687578,3.2688752276490085,"clipping, shading",821
75,5226,5226_ac_power_inv_3359.csv,46.969030141830444,"['time_series', 'latitude', 'longitude']",4.111747389040687,0.029997689558452834,shading,821
76,5226,5226_ac_power_inv_3360.csv,49.10006809234619,"['time_series', 'latitude', 'longitude']",3.9801655773939046,3.301307233771901,"clipping, shading",820
77,5226,5226_ac_power_inv_3361.csv,51.108745098114014,"['time_series', 'latitude', 'longitude']",4.662637901682956,5.972041959376863,"clipping, shading",821
78,5226,5226_ac_power_inv_3362.csv,48.383397817611694,"['time_series', 'latitude', 'longitude']",3.7061577964670676,2.8281028092987697,"clipping, shading",821
79,5226,5226_ac_power_inv_3363.csv,50.01859521865845,"['time_series', 'latitude', 'longitude']",5.741794996689123,0.008424176520851034,"clipping, shading",821
80,5226,5226_ac_power_inv_3364.csv,49.319944620132446,"['time_series', 'latitude', 'longitude']",3.0185230036584585,3.4484372301220603,"clipping, shading",821
81,5231,5231_ac_power_inv_3391.csv,140.84309720993042,"['time_series', 'latitude', 'longitude']",103.99999999960299,4.173294455428424,"shading, clipping",2255
82,5231,5231_ac_power_inv_3392.csv,101.9830973148346,"['time_series', 'latitude', 'longitude']",23.484172321526444,0.21285844365186346,"shading, clipping",2254
83,5231,5231_ac_power_inv_3393.csv,128.32285904884338,"['time_series', 'latitude', 'longitude']",19.40735214725484,0.24147030225295563,"shading, clipping",2172
84,5231,5231_ac_power_inv_3394.csv,129.49484133720398,"['time_series', 'latitude', 'longitude']",20.1589546480661,0.7646410817446974,"shading, clipping",2153
85,5242,5242_ac_power_inv_3573.csv,109.75127220153809,"['time_series', 'latitude', 'longitude']",2.5660453867557464,1.5229673482632764,clipping,2002
86,5242,5242_ac_power_inv_3574.csv,79.51027607917786,"['time_series', 'latitude', 'longitude']",3.3006421404251682,1.9469831574607106,clipping,1748
87,5242,5242_ac_power_inv_3575.csv,96.13063406944275,"['time_series', 'latitude', 'longitude']",3.4893255394686093,0.4257135869413675,clipping,2000
88,5242,5242_ac_power_inv_3576.csv,107.87125444412231,"['time_series', 'latitude', 'longitude']",3.250357030373749,0.9911822693120822,clipping,1936
89,5242,5242_ac_power_inv_3577.csv,114.84236598014832,"['time_series', 'latitude', 'longitude']",1.873112455710725,0.6496009632655539,clipping,1989
90,5242,5242_ac_power_inv_3578.csv,106.68801403045654,"['time_series', 'latitude', 'longitude']",6.548114741016661,0.9342744098289337,clipping,1882
91,5242,5242_ac_power_inv_3579.csv,98.13728833198547,"['time_series', 'latitude', 'longitude']",0.49180459005441435,2.6795432055267376,clipping,1947
92,5242,5242_ac_power_inv_3580.csv,99.3751585483551,"['time_series', 'latitude', 'longitude']",0.5481373331936084,0.2731797576751793,clipping,1848
