issue,mean_absolute_error_azimuth
clipping,7.035205256587062
"clipping, shading",4.154557057949088
shading,10.37556230435083
"shading, clipping",21.706776542505235
snow,5.270291790995988
soiling,19.3205775595724
"soiling, clipping",20.709580831843116
